Polling Site ID,Kenyatta,Odinga,Nyagah,Dida,Aukot,Kaluyu,Jirongo,Mwaura
43245122100201,1,320,0,0,0,0,0,0
40231115301902,177,226,0,0,2,0,0,1
12051025203402,301,58,0,0,0,0,0,0
14066033006901,307,8,0,1,0,1,1,1
23125062401401,119,143,0,0,0,0,0,0
45264131602302,131,169,2,1,2,0,1,0
39218108705101,55,457,0,2,3,1,3,0
38215107402202,36,299,2,0,0,0,0,1
16082040502102,40,267,3,0,1,0,0,0
38214107205501,32,270,1,1,0,0,0,1
15067033313701,39,327,5,0,0,0,1,0
37200099802301,42,403,0,0,1,0,1,0
37199099202901,25,266,3,1,2,0,2,0
19096048210601,425,2,0,0,0,0,0,0
36196097703501,194,35,2,0,2,0,0,0
43252126008401,4,542,2,0,0,0,0,0
12055027406501,310,113,2,3,0,0,2,0
45263131100801,218,204,2,0,0,0,0,0
24132065704601,149,82,1,0,0,0,1,1
42239119505901,2,447,0,1,0,0,0,0
41236118009602,2,379,0,0,0,0,0,0
42240119701209,14,521,2,0,1,0,0,0
27145072402901,337,113,2,0,0,0,0,0
44258128302501,0,209,0,0,0,0,0,0
22118058801605,477,28,0,0,1,0,0,0
25135067406502,149,89,0,0,0,0,0,0
42238118702402,1,421,1,0,0,0,0,0
47277138100404,177,309,0,0,0,0,0,0
30161080308801,490,15,1,1,1,1,0,0
40229114201201,4,184,1,0,0,0,0,1
3012005800704,37,370,0,1,1,1,0,0
37201100809602,46,326,0,0,1,0,2,0
13061030202601,121,9,0,0,0,0,0,0
47289144201805,260,200,0,1,1,0,1,1
7030014600201,97,261,1,1,0,0,0,0
1004001700906,144,286,0,1,0,0,0,0
47275137100401,218,275,2,1,3,0,0,2
17085042001701,24,321,1,1,4,0,2,0
19096048210202,473,5,0,1,1,0,0,0
40228114004701,40,323,1,1,0,0,0,1
39220110106901,84,284,3,1,1,0,2,1
21110055008601,553,2,0,2,1,0,0,1
44260130005701,234,38,1,0,0,0,0,0
27142071106105,199,261,2,0,1,0,2,0
33182090803402,91,448,3,0,0,0,0,0
32167083102702,284,4,0,0,1,1,1,0
42242120805201,4,534,0,0,0,0,0,0
39220110310801,103,201,2,0,1,0,1,0
31163081509704,458,27,0,0,1,1,1,2
22114056702702,477,50,1,0,0,0,0,0
47281140100313,150,319,0,0,0,0,0,0
27146072801102,277,9,1,0,0,0,0,0
19095047513001,513,4,0,0,0,0,0,0
37208103802401,36,457,0,0,0,0,0,0
36195097102301,312,148,6,3,3,0,0,0
8037018000801,146,46,1,4,1,0,0,0
45265132301601,152,367,1,0,1,0,0,0
20100050106701,428,9,1,0,1,1,1,3
18093046202001,320,2,0,0,0,1,0,0
26140069704102,263,185,5,3,4,1,0,0
32167083101501,391,1,0,1,0,0,0,0
33178089005201,256,76,3,1,1,0,0,1
30158078906501,205,13,0,0,0,0,0,0
23125062607401,110,28,1,0,2,0,0,1
14066033008701,245,4,0,0,0,0,0,1
40230114802301,15,220,1,0,0,0,0,0
13062030601201,54,7,0,0,0,0,0,0
36195097204102,188,138,2,0,1,0,0,0
25135067201501,10,79,0,0,0,0,0,0
32167083507302,436,62,0,0,0,0,0,0
31164082108402,385,6,0,0,1,2,0,0
43248123801901,3,449,0,0,1,0,0,0
13060029911202,389,22,0,0,0,1,0,0
27145072504301,293,32,0,0,0,0,0,0
41232115601401,1,468,2,0,0,0,0,0
47285142501004,266,233,0,1,2,0,0,0
31165082508502,108,186,1,1,0,0,0,0
47285142300517,201,268,0,0,0,0,1,1
35190094400701,397,5,0,0,2,1,1,0
47274136600110,235,258,0,0,0,0,0,0
15072035606001,180,289,1,1,2,1,1,2
22114056401101,338,139,1,0,0,0,0,1
22120059903004,434,21,2,0,0,0,0,0
33180089701701,234,357,3,0,0,0,1,0
40227113401401,42,427,4,0,2,0,0,0
11050025004001,88,45,0,15,0,0,0,0
37204102001501,22,141,0,0,1,0,0,0
36196097600402,298,22,0,0,0,1,1,0
27141070404701,312,29,0,0,0,1,0,0
39216107905901,421,40,3,0,2,3,2,1
23124061701302,66,105,0,0,5,0,0,0
32173086001401,228,94,0,0,0,0,0,0
46273136302102,288,136,1,0,5,0,0,0
45264132009902,160,156,1,0,0,0,0,1
29151075102401,397,3,0,1,1,2,0,3
47278138800502,138,307,3,2,0,0,1,0
7032016005702,332,102,3,44,1,0,0,0
16077038203501,130,365,5,0,0,1,0,1
15067033208401,2,102,0,2,2,0,0,2
6026012500702,92,209,1,0,0,1,1,1
32174086705304,442,9,0,1,0,0,1,1
47284141800511,249,259,0,0,0,0,0,0
39217108201101,170,165,1,0,2,0,0,1
36198098908002,299,32,0,0,0,0,1,0
2009004004202,37,349,3,1,0,0,1,0
37202101206203,72,381,0,4,0,0,0,0
7031015302101,218,3,0,5,0,0,0,0
1001000200402,146,244,0,0,0,0,0,0
12054026905501,349,36,2,0,2,1,1,1
15074036500101,63,148,2,0,1,1,0,0
32176088005102,456,58,1,0,0,0,0,0
43251125304701,1,525,2,0,0,0,0,0
13060029601001,493,25,0,1,0,0,0,0
43250125011901,1,238,0,0,0,0,0,0
15074036503101,31,146,0,0,0,1,0,2
7027013202201,65,220,2,5,0,0,0,0
3015007203202,44,385,1,2,2,2,0,1
42240119600701,27,386,2,1,1,0,0,0
33180089802701,149,117,1,0,0,0,0,0
42239119404501,4,389,0,0,0,0,0,0
30159079506601,47,1,1,0,0,0,0,0
37202101206601,34,452,4,1,1,0,0,0
32170085105001,546,9,4,0,0,0,1,0
45264131704001,174,196,2,0,0,0,0,0
6026012501301,46,150,1,0,0,1,0,0
18089044404201,354,4,0,0,0,0,0,0
27146072700802,228,155,2,0,0,0,0,0
32176087803304,374,119,0,0,1,0,0,0
12056027907101,266,19,2,0,1,0,0,0
8036017701901,7,85,2,2,0,0,0,0
30158079213901,207,9,1,0,0,0,0,0
41236117805601,5,468,0,0,0,0,0,0
47289144000807,418,68,0,0,1,0,0,0
15069034102401,13,185,1,1,2,2,2,4
42242121008001,0,410,0,0,0,0,0,0
46270134805201,134,198,0,1,0,2,0,1
1004002003001,106,226,1,1,0,1,0,0
34185092100603,156,300,7,0,0,0,0,1
17086043015802,31,292,1,1,1,1,0,0
29156077806702,374,9,0,0,1,0,0,1
42243121303602,0,524,0,0,0,0,0,0
16080039400110,119,361,4,0,1,0,0,0
20100050005401,456,11,0,1,0,0,0,0
4020010007601,32,42,0,0,0,0,0,0
45263131406401,163,189,0,0,1,1,1,0
32169084502701,411,2,0,0,1,0,0,0
18093046405102,571,2,0,0,0,0,0,0
39223111100902,78,145,0,0,3,0,3,0
48291500000201,68,92,0,0,2,0,0,0
16076038011101,28,290,4,0,0,0,0,2
33177088613701,159,71,2,0,0,0,0,0
38213106405002,12,309,2,0,3,0,1,0
25135067406501,127,75,2,1,2,0,0,0
39221110504801,42,234,0,1,2,0,0,0
47279139200513,513,38,1,0,0,0,0,1
14064031803101,277,7,0,1,0,0,0,0
31164082109102,517,30,0,0,0,0,0,0
1003001302209,75,292,5,1,0,0,0,0
43251125202501,1,153,0,0,0,0,0,0
29153076307101,283,37,0,1,0,1,0,1
29154076908102,160,213,3,0,3,0,0,0
21105051902501,183,0,0,0,0,0,0,0
21106052200302,445,5,0,0,0,0,0,0
22112055500401,521,4,0,0,0,0,0,0
34186092602505,471,75,0,0,1,0,0,1
34185092301813,200,260,1,2,1,0,0,0
21108053300701,532,4,0,0,0,0,0,0
39218108706201,32,196,1,1,0,0,1,1
47282141001315,94,330,3,0,0,0,0,0
22118058801708,399,90,0,0,2,0,0,0
34187093304901,109,67,0,1,0,0,0,0
33177088408201,310,179,3,0,0,0,0,0
15074036710101,14,108,0,0,1,0,0,0
41235117205703,5,540,3,0,0,0,0,0
22115057402105,528,57,0,0,1,0,0,0
35192095904302,417,21,0,0,0,0,0,0
14063031512802,335,49,0,0,1,1,0,0
18089044202702,575,0,0,1,1,0,0,0
20101050503302,449,6,1,1,0,2,0,3
11049024404701,4,7,0,4,0,0,0,0
21110054806003,470,2,0,0,0,0,0,0
38215107503601,41,410,2,2,0,0,1,0
22116057902902,423,2,0,0,0,0,0,0
47278138800904,38,359,1,0,0,0,0,0
27141070708301,123,219,2,1,0,0,0,0
6025012307001,56,116,1,0,0,0,1,2
19099049304101,419,5,1,0,3,0,0,0
16075037512801,72,201,1,0,0,0,1,0
4020009804902,56,163,2,8,0,0,0,1
16077038409401,46,422,3,1,1,0,0,2
32168083903801,116,399,1,0,1,1,0,1
29154076704101,285,8,0,0,2,0,0,0
30159079301801,238,2,0,0,0,0,0,1
3012006205103,88,305,2,0,4,0,0,0
45265132401802,113,266,3,0,1,0,0,0
22113056001006,592,3,0,0,0,0,0,1
24131065408402,342,74,0,0,0,0,0,0
47279139301011,467,82,0,1,0,0,0,0
21104051703201,528,6,1,0,0,0,0,1
13060029911201,401,14,0,1,0,0,0,0
19095047205902,405,1,1,2,1,0,1,0
47281140301103,24,502,0,0,0,0,0,0
31163081405201,536,0,0,0,1,0,1,0
43245122405301,3,335,2,0,0,0,0,0
22115057402015,503,57,0,0,0,0,0,0
11050024801101,48,14,0,126,1,0,0,0
47287143100911,126,319,2,1,0,0,0,0
39216107909601,168,2,1,0,0,2,1,0
41235117003501,2,514,0,0,0,0,0,0
5022010602201,33,142,1,2,0,0,0,0
27141070404401,273,22,1,0,1,1,1,0
16080039401103,52,415,2,0,1,1,0,0
27145072605503,205,233,1,0,0,0,0,0
32168083903701,28,174,0,0,0,0,0,0
43250124805701,1,557,1,0,0,0,0,0
16077038408401,84,311,3,1,0,1,1,0
49292145107301,99,73,0,1,0,0,0,0
15071035104101,77,175,1,0,0,0,0,1
12052025907901,292,49,0,1,1,1,0,0
32174086502101,436,1,0,0,0,0,0,0
17088043803702,83,193,0,0,1,0,0,0
15071035209001,17,158,0,0,0,0,0,1
39222110701001,91,410,5,0,3,2,1,0
16075037411301,37,389,3,2,3,0,3,0
34183091302007,253,179,0,0,1,0,0,0
43246122704701,0,215,0,0,0,0,0,0
3012005800301,22,260,2,1,2,2,0,0
16082040603901,44,413,1,2,0,0,0,1
9041020403302,304,27,0,4,0,0,0,0
14064031701502,447,13,2,0,0,1,0,0
43248124008901,4,398,0,0,0,0,0,0
27144072107001,217,5,0,0,0,0,0,0
18092045800301,552,4,0,0,1,0,0,0
15067033312301,11,93,0,1,1,0,0,0
40226113108201,12,401,3,0,0,0,0,0
44258128302801,0,238,0,0,0,0,0,1
13060030015401,419,39,1,0,0,0,0,0
21109054407901,522,5,1,0,0,0,0,0
31165082202701,413,2,0,0,2,0,1,0
1003001503402,86,267,2,1,1,0,0,0
30162080501501,315,13,0,0,0,1,0,0
38213106708402,10,279,2,0,1,0,1,0
24132065700801,152,62,0,0,0,0,0,0
19095047104501,421,2,0,0,0,0,0,0
44257128006402,15,357,0,0,0,0,0,0
31165082508201,17,84,1,0,0,0,1,0
17085042205901,14,238,1,0,2,1,0,0
16076037704001,28,200,2,0,1,0,1,0
47279139301202,345,167,1,0,0,0,0,0
7031015301901,106,0,0,0,0,0,0,0
14065032405501,23,96,1,0,1,0,0,0
12053026405602,307,49,2,2,2,0,2,2
47288143801505,227,209,2,1,0,0,0,0
38212105803901,20,479,4,1,1,1,1,1
16081039802801,32,310,2,0,0,0,2,0
43248123903201,9,454,3,0,1,0,0,0
40230114904101,38,447,1,0,2,0,0,0
9042021005301,185,6,0,6,1,0,0,0
5022010501101,64,358,8,2,2,0,0,0
45264132010301,52,267,0,1,0,1,0,0
23124062105501,29,17,0,1,0,0,0,0
22113056202902,517,7,0,0,0,1,0,0
12057028407001,148,12,0,0,0,0,0,0
26140069705701,250,133,2,0,1,0,0,0
12052026010502,296,38,1,0,0,2,0,0
32167083508402,273,61,0,0,0,0,0,0
3016007905405,75,270,2,2,3,0,0,1
44255127002202,26,303,0,0,0,0,1,0
32176087702601,242,269,0,0,1,0,0,0
8033016504901,114,151,5,25,1,0,1,0
37200099700401,36,274,2,0,1,1,1,0
15070034706001,15,231,2,0,2,1,0,0
1004001600201,55,186,1,1,0,0,0,0
32168084005103,557,3,0,0,0,0,0,0
2010004810401,20,316,0,0,1,0,0,0
7030014902401,39,260,1,5,0,0,0,0
15071035003301,39,227,0,0,1,0,0,0
13062030601901,418,21,1,0,2,2,1,0
10047023300501,239,15,0,4,0,1,0,0
22122060701403,442,23,0,0,0,0,0,1
31163081100504,480,4,0,1,0,0,0,0
27143071503101,330,24,0,2,0,0,0,0
22112055502001,369,4,1,0,0,0,0,0
22113056202804,552,15,1,0,0,0,0,0
4019009200801,14,232,2,0,0,0,1,0
47285142200426,177,231,0,0,0,0,0,0
3017008204801,29,339,2,1,0,1,2,0
26140070009802,295,165,4,0,5,0,1,1
21108053300901,522,13,0,0,1,0,0,0
37200099700501,46,354,1,1,0,0,1,0
32166082600601,382,89,3,1,0,0,0,0
3017008000401,16,280,4,1,2,0,2,0
4019009404801,108,385,0,2,2,0,0,0
43251125200301,0,304,0,0,0,0,0,0
43246122703901,0,255,0,0,0,0,0,0
43247123512501,3,468,2,0,0,0,2,0
20103051301903,454,3,1,0,1,0,0,1
3016007602001,71,361,1,0,0,0,0,0
42238118702801,1,319,0,0,0,0,0,0
2010004607001,49,280,2,1,0,0,1,0
20102051105502,468,0,0,1,0,0,1,0
35191095407601,429,31,1,0,2,0,1,0
16079039205201,35,203,2,1,0,0,0,0
22115056900505,500,63,0,1,0,0,0,0
30162080501902,294,16,0,0,2,0,1,0
33180090005101,87,340,0,0,0,0,0,0
42244121701702,2,461,0,0,0,0,0,0
1005002502609,63,279,0,0,0,0,0,0
22122060702002,378,3,0,0,0,0,0,0
22120059600502,524,6,0,0,0,0,0,0
45263131100202,101,235,1,2,0,0,2,0
16077038203201,218,342,6,1,0,1,1,1
41233116206501,2,323,2,0,0,0,0,0
32171085403602,303,19,1,0,0,1,0,0
15067033520801,122,13,1,0,2,0,1,0
21106052201101,571,3,0,0,1,0,0,0
17087043100301,6,151,0,0,0,0,1,0
15068033602701,25,109,0,1,4,0,0,0
36195097204401,212,102,2,1,0,0,2,0
39216107600201,398,52,6,3,6,3,3,1
47284141800502,200,302,2,0,0,0,0,0
35191095408701,339,12,0,0,2,0,1,0
12058028501802,364,31,0,2,1,0,0,0
47277138100303,282,242,1,0,0,0,0,0
22112055704303,501,6,0,0,0,0,0,0
30162080706901,174,8,0,1,1,1,0,0
9039019201001,251,216,0,5,0,1,0,0
39217108407001,91,137,2,0,0,0,1,0
34187093408401,32,43,0,0,0,0,0,0
15068033600201,88,241,6,1,5,0,1,0
33182090701001,366,29,0,0,1,0,0,1
47283141300806,411,135,0,0,0,1,0,0
30159079303501,154,2,0,0,0,0,0,0
15073035903001,14,143,2,0,0,1,0,0
22119059402405,428,55,0,0,1,1,0,1
36194096909501,329,6,1,0,0,0,0,0
34183091201701,291,193,3,2,0,0,0,0
16078038500504,108,326,7,0,0,0,1,0
33177088612401,35,62,1,0,0,0,0,0
15067033207501,49,359,0,1,1,0,0,0
35190094604402,404,31,0,2,0,0,0,0
17088043700601,22,293,2,0,1,0,1,0
47281140200505,15,515,1,0,0,0,0,0
24132065809001,117,66,1,0,0,0,0,0
21110054704202,395,0,0,0,0,0,0,0
31164081906001,462,3,1,0,0,1,0,0
46271135304202,171,138,1,0,0,0,1,1
43247123408901,0,414,0,0,0,0,0,0
16076037602201,7,124,0,0,0,0,0,1
39217108304101,76,231,4,0,2,2,1,2
34183091201702,336,175,0,0,0,0,0,1
37202101002401,30,288,2,0,1,0,0,0
30161080202401,161,12,0,0,1,0,0,0
9039019301603,470,40,1,12,0,0,0,0
47279139200711,449,37,1,2,1,0,0,0
21108053401801,387,13,0,0,2,0,0,0
42244121908001,1,268,2,0,0,0,0,0
28150074501301,340,14,0,1,1,1,0,0
46271135405602,164,169,0,1,0,1,1,0
9043021302301,428,72,1,15,0,0,0,0
47280139800904,353,178,0,1,0,0,0,1
46271135200801,170,194,2,0,0,0,0,1
15074036504101,16,125,0,0,1,0,0,0
33181090509001,308,1,0,0,1,1,0,0
40227113604002,22,333,0,0,0,0,0,0
18089044708002,451,0,0,0,0,0,0,0
39220110310702,83,273,1,1,2,0,1,0
47279139100117,465,72,0,1,2,0,0,0
32173086411901,482,6,0,0,0,0,0,0
20103051505401,424,4,0,0,1,0,0,0
25135067508601,9,43,0,0,0,0,0,0
39221110503001,56,250,4,1,2,0,1,2
16076037703701,36,254,0,1,0,0,0,1
1003001503504,110,257,2,0,0,0,0,0
12059029511602,377,22,0,0,1,0,0,0
32172085804001,549,1,2,0,1,0,0,0
1003001403002,53,235,2,0,0,1,0,0
2007003100301,8,291,4,1,0,1,0,0
12051025305301,331,93,1,0,1,0,1,0
46270134804201,78,202,0,0,2,0,3,0
17088043906901,52,416,2,0,1,0,0,1
14063031102101,310,7,1,0,2,0,1,0
37208103700501,14,133,1,1,2,0,0,0
14066033005602,314,29,0,2,3,0,0,1
30159079710201,265,25,0,0,0,0,0,0
41236117500801,6,326,0,0,0,0,0,0
21107052800701,484,1,1,0,0,0,0,0
1003001402904,70,282,1,2,0,0,0,0
32176087903601,238,65,0,0,0,0,1,0
42242120601101,1,515,2,0,0,1,0,0
41235117104901,1,392,1,0,0,0,0,0
37202101409501,23,315,0,0,2,0,0,0
8034017002201,317,117,1,31,5,0,0,0
30160079905901,62,198,5,0,1,0,0,0
27144071900601,381,57,2,0,0,0,0,0
6024011600901,20,160,2,0,0,0,0,0
20103051505403,446,3,0,0,0,0,0,0
2008003806502,156,265,2,1,0,0,2,0
8036017702301,35,454,0,3,0,0,0,0
3015007410401,10,143,1,0,3,0,0,0
3017008306302,61,307,1,0,0,0,0,0
29156077604801,151,4,0,0,1,0,0,0
45265132504601,163,236,0,0,0,0,2,0
21106052506306,500,4,0,0,1,0,0,0
47283141401014,280,253,1,0,0,0,0,0
12054026906002,342,27,0,1,0,0,0,0
32176087702901,123,317,0,1,0,0,0,0
30158079111601,105,3,0,0,0,0,0,0
47286142700321,157,351,0,2,0,0,0,0
32167083305201,318,47,2,1,0,0,0,1
9041020201202,421,5,0,2,0,0,0,0
15073036105702,90,235,1,1,4,1,2,0
41233116101901,0,434,0,0,0,0,0,0
41236117601601,0,417,0,0,0,0,0,0
37199099303902,97,194,0,0,1,1,0,0
16080039400109,103,363,1,0,1,1,0,0
45262130807001,173,197,5,0,1,1,0,1
27141070405301,270,10,0,0,0,0,0,0
12053026303801,170,18,0,0,0,1,0,0
24132065914801,49,3,0,0,0,0,0,0
36194096807401,275,57,1,1,0,0,0,0
27143071708101,234,5,1,0,0,0,0,0
13062031018401,78,9,1,1,0,0,1,0
22114056803605,412,57,0,0,0,1,1,0
40225112609901,25,424,0,0,0,0,1,0
14066033005301,322,4,2,0,2,1,2,0
9039019100301,272,93,0,13,0,0,0,0
39221110400702,67,281,4,0,3,2,1,0
26139068901402,111,291,4,0,0,1,0,1
21106052506405,494,13,0,0,0,0,0,0
45261130100601,119,159,1,0,2,0,1,0
30162080604301,380,60,1,0,1,1,0,0
22111055405601,548,8,0,0,0,1,0,0
11049024101001,271,61,0,0,0,0,0,0
16080039603204,245,303,0,1,0,0,0,0
37200100004501,31,430,1,0,0,0,0,0
37202101103502,26,264,0,0,0,0,0,1
47286142900907,281,219,0,0,1,0,0,0
12056027905603,398,56,0,1,0,0,0,0
47290144500109,161,304,0,0,1,0,1,0
46273136200103,193,180,2,0,1,0,1,0
12054026702401,459,49,3,0,1,1,1,0
17084041702901,15,376,1,0,0,0,0,0
26139068901201,142,194,0,0,1,0,0,0
45267133506201,133,179,0,1,3,0,0,0
3011005201404,84,251,0,0,0,0,1,0
42238119004402,3,575,1,0,0,0,0,0
19094046806201,571,7,0,0,1,0,1,0
1003001101302,114,280,1,2,0,0,0,1
27142071306708,260,233,3,0,1,0,1,0
34183091302107,362,176,0,0,1,1,0,1
29151075204401,450,14,0,1,0,1,0,1
20100050309202,469,5,0,0,1,1,2,0
17083041515501,33,254,4,0,0,0,0,0
22116057802303,443,14,0,0,0,0,0,1
47289143900404,452,98,0,0,0,0,0,0
3016007703202,73,322,2,1,0,1,0,0
44258128608201,0,549,0,0,0,0,0,0
24132066019401,85,45,0,1,0,0,0,0
16081040107601,89,284,0,1,0,1,0,0
15069034205401,11,81,0,0,0,1,0,1
20101050706201,439,6,0,0,0,0,0,0
18093046200601,310,1,0,1,0,0,0,0
38211105405001,30,446,0,0,3,1,3,1
21110055009001,590,5,0,0,1,0,0,0
17083041412701,21,222,0,0,0,1,1,0
12058028707801,379,38,0,0,0,0,0,0
37203101906801,57,247,1,0,2,1,2,1
22112055501502,477,2,0,0,0,0,0,0
32169084604602,358,112,3,0,0,0,0,0
12051025202601,143,41,0,1,0,0,0,0
24131065617001,69,8,1,1,3,0,1,1
43247123205301,4,339,0,0,1,0,0,0
40229114504701,22,303,0,0,1,0,0,0
34184091600301,93,245,0,0,0,0,0,0
26136067906007,273,185,1,0,0,0,0,0
29153076102001,177,8,0,0,0,0,0,0
43251125612301,0,142,0,0,0,0,0,0
37209104405501,21,210,0,0,0,0,0,0
34187093203301,33,118,0,0,0,0,0,0
17084041803601,68,335,2,2,2,1,2,0
6024011600301,74,226,3,2,2,0,0,1
12052026010901,193,19,0,1,0,0,0,0
23128063803001,0,9,0,0,0,0,0,0
17085042105401,45,381,1,2,6,4,0,0
47283141501303,166,411,0,0,0,0,0,0
44256127301002,1,566,1,0,0,0,0,0
37204102000201,30,246,3,0,1,0,1,0
30162080911101,79,3,0,0,0,0,0,0
39223111202702,119,152,0,1,2,1,0,0
24132065809101,91,55,0,0,1,0,0,0
32174086908702,416,12,1,0,1,0,0,0
22114056601901,414,73,0,1,0,0,0,0
12055027407002,255,70,0,1,0,1,0,0
19099049404603,432,9,0,0,1,0,0,0
31164081906401,418,60,0,0,2,0,0,0
6026012703503,175,281,2,1,1,0,0,0
32175087402602,414,92,1,0,0,0,0,0
12058028604801,528,14,0,0,1,0,0,1
13062031019601,342,58,2,1,1,1,3,1
43247123206801,0,376,0,0,0,0,0,0
3014006902401,7,205,0,0,2,0,0,0
